Date and Time, Depth (M), Oxygen Conc. (mg/L)
2024-06-27T12:00:14-0700, -67 m, 6.9250
2024-06-27T12:00:14-0700, -68 m, 6.9180
2024-06-27T12:00:14-0700, -69 m, 6.9150
2024-06-27T12:00:14-0700, -6 m, 10.5870
2024-06-27T12:00:14-0700, -70 m, 6.9150
2024-06-27T12:00:14-0700, -71 m, 6.9130
2024-06-27T12:00:14-0700, -72 m, 6.9030
2024-06-27T12:00:14-0700, -73 m, 6.8850
2024-06-27T12:00:14-0700, -74 m, 6.8730
2024-06-27T12:00:14-0700, -75 m, 6.8680
2024-06-27T12:00:14-0700, -76 m, 6.8600
2024-06-27T12:00:14-0700, -77 m, 6.8410
2024-06-27T12:00:14-0700, -78 m, 6.8330
2024-06-27T12:00:14-0700, -79 m, 6.8300
2024-06-27T12:00:14-0700, -7 m, 10.1650
2024-06-27T12:00:14-0700, -80 m, 6.8300
2024-06-27T12:00:14-0700, -8 m, 9.3130
2024-06-27T12:00:14-0700, -9 m, 8.8310
2024-06-28T00:00:15-0700, -10 m, 8.2390
2024-06-28T00:00:15-0700, -11 m, 8.1710
2024-06-28T00:00:15-0700, -12 m, 8.1260
2024-06-28T00:00:15-0700, -13 m, 8.1150
2024-06-28T00:00:15-0700, -14 m, 8.1080
2024-06-28T00:00:15-0700, -15 m, 8.0870
2024-06-28T00:00:15-0700, -16 m, 8.0220
2024-06-28T00:00:15-0700, -17 m, 7.9670
2024-06-28T00:00:15-0700, -18 m, 7.9430
2024-06-28T00:00:15-0700, -19 m, 7.8970
2024-06-28T00:00:15-0700, -20 m, 7.7850
2024-06-28T00:00:15-0700, -21 m, 7.6470
2024-06-28T00:00:15-0700, -22 m, 7.5220
2024-06-28T00:00:15-0700, -23 m, 7.4420
2024-06-28T00:00:15-0700, -24 m, 7.3540
2024-06-28T00:00:15-0700, -25 m, 7.2870
2024-06-28T00:00:15-0700, -26 m, 7.2430
2024-06-28T00:00:15-0700, -27 m, 7.2010
2024-06-28T00:00:15-0700, -28 m, 7.1600
2024-06-28T00:00:15-0700, -29 m, 7.1240
2024-06-28T00:00:15-0700, -30 m, 7.1000
2024-06-28T00:00:15-0700, -31 m, 7.0840
2024-06-28T00:00:15-0700, -32 m, 7.0700
2024-06-28T00:00:15-0700, -33 m, 7.0650
2024-06-28T00:00:15-0700, -34 m, 7.0600
2024-06-28T00:00:15-0700, -35 m, 7.0480
2024-06-28T00:00:15-0700, -36 m, 7.0370
2024-06-28T00:00:15-0700, -37 m, 7.0300
2024-06-28T00:00:15-0700, -38 m, 7.0210
2024-06-28T00:00:15-0700, -39 m, 7.0060
2024-06-28T00:00:15-0700, -40 m, 6.9910
2024-06-28T00:00:15-0700, -41 m, 6.9820
2024-06-28T00:00:15-0700, -42 m, 6.9730
2024-06-28T00:00:15-0700, -43 m, 6.9660
2024-06-28T00:00:15-0700, -44 m, 6.9680
2024-06-28T00:00:15-0700, -45 m, 6.9680
2024-06-28T00:00:15-0700, -46 m, 6.9670
2024-06-28T00:00:15-0700, -47 m, 6.9650
2024-06-28T00:00:15-0700, -48 m, 6.9640
2024-06-28T00:00:15-0700, -49 m, 6.9670
2024-06-28T00:00:15-0700, -50 m, 6.9610
2024-06-28T00:00:15-0700, -51 m, 6.9580
2024-06-28T00:00:15-0700, -52 m, 6.9550
2024-06-28T00:00:15-0700, -53 m, 6.9520
2024-06-28T00:00:15-0700, -54 m, 6.9440
2024-06-28T00:00:15-0700, -55 m, 6.9400
2024-06-28T00:00:15-0700, -56 m, 6.9360
2024-06-28T00:00:15-0700, -57 m, 6.9250
2024-06-28T00:00:15-0700, -58 m, 6.8980
2024-06-28T00:00:15-0700, -59 m, 6.8690
2024-06-28T00:00:15-0700, -5 m, 8.5140
2024-06-28T00:00:15-0700, -60 m, 6.8470
2024-06-28T00:00:15-0700, -61 m, 6.8450
2024-06-28T00:00:15-0700, -62 m, 6.8380
2024-06-28T00:00:15-0700, -63 m, 6.8290
2024-06-28T00:00:15-0700, -64 m, 6.8310
2024-06-28T00:00:15-0700, -65 m, 6.8320
2024-06-28T00:00:15-0700, -66 m, 6.8170
2024-06-28T00:00:15-0700, -67 m, 6.7980
2024-06-28T00:00:15-0700, -68 m, 6.7880
2024-06-28T00:00:15-0700, -69 m, 6.7840
2024-06-28T00:00:15-0700, -6 m, 8.4250
2024-06-28T00:00:15-0700, -70 m, 6.7860
2024-06-28T00:00:15-0700, -71 m, 6.7850
2024-06-28T00:00:15-0700, -72 m, 6.7830
2024-06-28T00:00:15-0700, -73 m, 6.7860
2024-06-28T00:00:15-0700, -74 m, 6.7850
2024-06-28T00:00:15-0700, -75 m, 6.7840
2024-06-28T00:00:15-0700, -76 m, 6.7830
2024-06-28T00:00:15-0700, -77 m, 6.7770
2024-06-28T00:00:15-0700, -78 m, 6.7720
2024-06-28T00:00:15-0700, -79 m, 6.7620
2024-06-28T00:00:15-0700, -7 m, 8.3730
2024-06-28T00:00:15-0700, -80 m, 6.7550
2024-06-28T00:00:15-0700, -8 m, 8.3500
2024-06-28T00:00:15-0700, -9 m, 8.2950
2024-06-28T12:00:15-0700, -10 m, 9.6630
2024-06-28T12:00:15-0700, -11 m, 9.4750
2024-06-28T12:00:15-0700, -12 m, 9.3740
2024-06-28T12:00:15-0700, -13 m, 9.3190
2024-06-28T12:00:15-0700, -14 m, 9.2800
2024-06-28T12:00:15-0700, -15 m, 9.1920
2024-06-28T12:00:15-0700, -16 m, 9.0930
2024-06-28T12:00:15-0700, -17 m, 9.0030
2024-06-28T12:00:15-0700, -18 m, 8.9170
2024-06-28T12:00:15-0700, -19 m, 8.8250
2024-06-28T12:00:15-0700, -20 m, 8.7810
2024-06-28T12:00:15-0700, -21 m, 8.7540
2024-06-28T12:00:15-0700, -22 m, 8.7080
2024-06-28T12:00:15-0700, -23 m, 8.6530
2024-06-28T12:00:15-0700, -24 m, 8.5670
2024-06-28T12:00:15-0700, -25 m, 8.3920
2024-06-28T12:00:15-0700, -26 m, 8.1810
2024-06-28T12:00:15-0700, -27 m, 8.0330
2024-06-28T12:00:15-0700, -28 m, 7.9450
2024-06-28T12:00:15-0700, -29 m, 7.8840
2024-06-28T12:00:15-0700, -30 m, 7.8120
2024-06-28T12:00:15-0700, -31 m, 7.7660
2024-06-28T12:00:15-0700, -32 m, 7.7340
2024-06-28T12:00:15-0700, -33 m, 7.7050
2024-06-28T12:00:15-0700, -34 m, 7.6900
2024-06-28T12:00:15-0700, -35 m, 7.6670
2024-06-28T12:00:15-0700, -36 m, 7.6400
2024-06-28T12:00:15-0700, -37 m, 7.5850
2024-06-28T12:00:15-0700, -38 m, 7.4750
2024-06-28T12:00:15-0700, -39 m, 7.3620
2024-06-28T12:00:15-0700, -40 m, 7.3000
2024-06-28T12:00:15-0700, -41 m, 7.2380
2024-06-28T12:00:15-0700, -42 m, 7.2070
2024-06-28T12:00:15-0700, -43 m, 7.1910
2024-06-28T12:00:15-0700, -44 m, 7.1740
2024-06-28T12:00:15-0700, -45 m, 7.1540
2024-06-28T12:00:15-0700, -46 m, 7.1380
2024-06-28T12:00:15-0700, -47 m, 7.1030
2024-06-28T12:00:15-0700, -48 m, 7.0700
2024-06-28T12:00:15-0700, -49 m, 7.0440
2024-06-28T12:00:15-0700, -50 m, 7.0140
2024-06-28T12:00:15-0700, -51 m, 6.9320
2024-06-28T12:00:15-0700, -52 m, 6.9080
2024-06-28T12:00:15-0700, -53 m, 6.9130
2024-06-28T12:00:15-0700, -54 m, 6.9220
2024-06-28T12:00:15-0700, -55 m, 6.9420
2024-06-28T12:00:15-0700, -56 m, 6.9240
2024-06-28T12:00:15-0700, -57 m, 6.9330
2024-06-28T12:00:15-0700, -58 m, 6.9530
2024-06-28T12:00:15-0700, -59 m, 6.9530
2024-06-28T12:00:15-0700, -5 m, 9.9750
2024-06-28T12:00:15-0700, -60 m, 6.9570
2024-06-28T12:00:15-0700, -61 m, 6.9650
2024-06-28T12:00:15-0700, -62 m, 6.9740
2024-06-28T12:00:15-0700, -63 m, 6.9730
2024-06-28T12:00:15-0700, -64 m, 6.9620
2024-06-28T12:00:15-0700, -65 m, 6.9350
2024-06-28T12:00:15-0700, -66 m, 6.9080
2024-06-28T12:00:15-0700, -67 m, 6.8900
2024-06-28T12:00:15-0700, -68 m, 6.8830
2024-06-28T12:00:15-0700, -69 m, 6.8640
2024-06-28T12:00:15-0700, -6 m, 9.8930
2024-06-28T12:00:15-0700, -70 m, 6.8380
2024-06-28T12:00:15-0700, -71 m, 6.8290
2024-06-28T12:00:15-0700, -72 m, 6.8230
2024-06-28T12:00:15-0700, -73 m, 6.8140
2024-06-28T12:00:15-0700, -74 m, 6.8110
2024-06-28T12:00:15-0700, -75 m, 6.8160
2024-06-28T12:00:15-0700, -76 m, 6.8150
2024-06-28T12:00:15-0700, -77 m, 6.8160
2024-06-28T12:00:15-0700, -78 m, 6.8160
2024-06-28T12:00:15-0700, -79 m, 6.8020
2024-06-28T12:00:15-0700, -7 m, 9.8530
2024-06-28T12:00:15-0700, -80 m, 6.7970
2024-06-28T12:00:15-0700, -8 m, 9.8280
2024-06-28T12:00:15-0700, -9 m, 9.7950
2024-06-29T00:00:15-0700, -10 m, 9.4540
2024-06-29T00:00:15-0700, -11 m, 9.4290
2024-06-29T00:00:15-0700, -12 m, 9.4000
2024-06-29T00:00:15-0700, -13 m, 9.3520
2024-06-29T00:00:15-0700, -14 m, 9.3150
2024-06-29T00:00:15-0700, -15 m, 9.2510
2024-06-29T00:00:15-0700, -16 m, 9.1920
2024-06-29T00:00:15-0700, -17 m, 9.0440
2024-06-29T00:00:15-0700, -18 m, 8.8700
2024-06-29T00:00:15-0700, -19 m, 8.7070
2024-06-29T00:00:15-0700, -20 m, 8.5550
2024-06-29T00:00:15-0700, -21 m, 8.4550
2024-06-29T00:00:15-0700, -22 m, 8.3740
2024-06-29T00:00:15-0700, -23 m, 8.3310
2024-06-29T00:00:15-0700, -24 m, 8.3010
2024-06-29T00:00:15-0700, -25 m, 8.2830
2024-06-29T00:00:15-0700, -26 m, 8.2620
2024-06-29T00:00:15-0700, -27 m, 8.2480
2024-06-29T00:00:15-0700, -28 m, 8.2390
2024-06-29T00:00:15-0700, -29 m, 8.2250
2024-06-29T00:00:15-0700, -30 m, 8.2130
2024-06-29T00:00:15-0700, -31 m, 8.1860
2024-06-29T00:00:15-0700, -32 m, 8.0400
2024-06-29T00:00:15-0700, -33 m, 7.7620
2024-06-29T00:00:15-0700, -34 m, 7.5480
2024-06-29T00:00:15-0700, -35 m, 7.4710
2024-06-29T00:00:15-0700, -36 m, 7.4420
2024-06-29T00:00:15-0700, -37 m, 7.4190
2024-06-29T00:00:15-0700, -38 m, 7.3940
2024-06-29T00:00:15-0700, -39 m, 7.3520
2024-06-29T00:00:15-0700, -40 m, 7.3060
2024-06-29T00:00:15-0700, -41 m, 7.2650
2024-06-29T00:00:15-0700, -42 m, 7.2190
2024-06-29T00:00:15-0700, -43 m, 7.1850
2024-06-29T00:00:15-0700, -44 m, 7.1600
2024-06-29T00:00:15-0700, -45 m, 7.1490
2024-06-29T00:00:15-0700, -46 m, 7.1400
2024-06-29T00:00:15-0700, -47 m, 7.1240
2024-06-29T00:00:15-0700, -48 m, 7.1110
2024-06-29T00:00:15-0700, -49 m, 7.1070
2024-06-29T00:00:15-0700, -50 m, 7.1020
2024-06-29T00:00:15-0700, -51 m, 7.0960
2024-06-29T00:00:15-0700, -52 m, 7.0850
2024-06-29T00:00:15-0700, -53 m, 7.0790
2024-06-29T00:00:15-0700, -54 m, 7.0620
2024-06-29T00:00:15-0700, -55 m, 7.0330
2024-06-29T00:00:15-0700, -56 m, 7.0080
2024-06-29T00:00:15-0700, -57 m, 6.9850
2024-06-29T00:00:15-0700, -58 m, 6.9780
2024-06-29T00:00:15-0700, -59 m, 6.9760
2024-06-29T00:00:15-0700, -5 m, 9.6630
2024-06-29T00:00:15-0700, -60 m, 6.9700
2024-06-29T00:00:15-0700, -61 m, 6.9640
2024-06-29T00:00:15-0700, -62 m, 6.9610
2024-06-29T00:00:15-0700, -63 m, 6.9580
2024-06-29T00:00:15-0700, -64 m, 6.9540
2024-06-29T00:00:15-0700, -65 m, 6.9570
2024-06-29T00:00:15-0700, -66 m, 6.9560
2024-06-29T00:00:15-0700, -67 m, 6.9510
2024-06-29T00:00:15-0700, -68 m, 6.9470
2024-06-29T00:00:15-0700, -69 m, 6.9400
2024-06-29T00:00:15-0700, -6 m, 9.6150
2024-06-29T00:00:15-0700, -70 m, 6.9320
2024-06-29T00:00:15-0700, -71 m, 6.9110
2024-06-29T00:00:15-0700, -72 m, 6.8860
2024-06-29T00:00:15-0700, -73 m, 6.8590
2024-06-29T00:00:15-0700, -74 m, 6.8440
2024-06-29T00:00:15-0700, -75 m, 6.8210
2024-06-29T00:00:15-0700, -76 m, 6.7920
2024-06-29T00:00:15-0700, -77 m, 6.7700
2024-06-29T00:00:15-0700, -78 m, 6.7420
2024-06-29T00:00:15-0700, -79 m, 6.7010
2024-06-29T00:00:15-0700, -7 m, 9.4990
2024-06-29T00:00:15-0700, -80 m, 6.6630
2024-06-29T00:00:15-0700, -8 m, 9.4580
2024-06-29T00:00:15-0700, -9 m, 9.4680
2024-06-29T12:00:15-0700, -10 m, 8.3990
2024-06-29T12:00:15-0700, -11 m, 8.3290
2024-06-29T12:00:15-0700, -12 m, 8.2750
2024-06-29T12:00:15-0700, -13 m, 8.2030
2024-06-29T12:00:15-0700, -14 m, 8.1340
2024-06-29T12:00:15-0700, -15 m, 8.0870
2024-06-29T12:00:15-0700, -16 m, 7.9850
2024-06-29T12:00:15-0700, -17 m, 7.9260
2024-06-29T12:00:15-0700, -18 m, 7.9070
2024-06-29T12:00:15-0700, -19 m, 7.8760
2024-06-29T12:00:15-0700, -20 m, 7.7700
2024-06-29T12:00:15-0700, -21 m, 7.6910
2024-06-29T12:00:15-0700, -22 m, 7.6430
2024-06-29T12:00:15-0700, -23 m, 7.6190
2024-06-29T12:00:15-0700, -24 m, 7.6030
2024-06-29T12:00:15-0700, -25 m, 7.5880
2024-06-29T12:00:15-0700, -26 m, 7.5620
2024-06-29T12:00:15-0700, -27 m, 7.4480
2024-06-29T12:00:15-0700, -28 m, 7.2640
2024-06-29T12:00:15-0700, -29 m, 7.1350
2024-06-29T12:00:15-0700, -30 m, 7.0700
2024-06-29T12:00:15-0700, -31 m, 7.0280
2024-06-29T12:00:15-0700, -32 m, 7.0070
2024-06-29T12:00:15-0700, -33 m, 7.0020
2024-06-29T12:00:15-0700, -34 m, 6.9950
2024-06-29T12:00:15-0700, -35 m, 6.9890
2024-06-29T12:00:15-0700, -36 m, 6.9800
2024-06-29T12:00:15-0700, -37 m, 6.9600
2024-06-29T12:00:15-0700, -38 m, 6.9480
2024-06-29T12:00:15-0700, -39 m, 6.9410
2024-06-29T12:00:15-0700, -40 m, 6.9320
2024-06-29T12:00:15-0700, -41 m, 6.9300
2024-06-29T12:00:15-0700, -42 m, 6.9250
2024-06-29T12:00:15-0700, -43 m, 6.9230
2024-06-29T12:00:15-0700, -44 m, 6.9210
2024-06-29T12:00:15-0700, -45 m, 6.9200
2024-06-29T12:00:15-0700, -46 m, 6.9160
2024-06-29T12:00:15-0700, -47 m, 6.9140
2024-06-29T12:00:15-0700, -48 m, 6.9070
2024-06-29T12:00:15-0700, -49 m, 6.9020
2024-06-29T12:00:15-0700, -50 m, 6.8990
2024-06-29T12:00:15-0700, -51 m, 6.8970
2024-06-29T12:00:15-0700, -52 m, 6.8920
2024-06-29T12:00:15-0700, -53 m, 6.8810
2024-06-29T12:00:15-0700, -54 m, 6.8640
2024-06-29T12:00:15-0700, -55 m, 6.8450
2024-06-29T12:00:15-0700, -56 m, 6.8250
2024-06-29T12:00:15-0700, -57 m, 6.8120
2024-06-29T12:00:15-0700, -58 m, 6.7920
2024-06-29T12:00:15-0700, -59 m, 6.7680
2024-06-29T12:00:15-0700, -5 m, 9.0710
2024-06-29T12:00:15-0700, -60 m, 6.7490
2024-06-29T12:00:15-0700, -61 m, 6.7380
2024-06-29T12:00:15-0700, -62 m, 6.7310
2024-06-29T12:00:15-0700, -63 m, 6.7240
2024-06-29T12:00:15-0700, -64 m, 6.7140
2024-06-29T12:00:15-0700, -65 m, 6.7080
2024-06-29T12:00:15-0700, -66 m, 6.7040
2024-06-29T12:00:15-0700, -67 m, 6.6920
2024-06-29T12:00:15-0700, -68 m, 6.6850
2024-06-29T12:00:15-0700, -69 m, 6.6780
2024-06-29T12:00:15-0700, -6 m, 8.8300
2024-06-29T12:00:15-0700, -70 m, 6.6560
2024-06-29T12:00:15-0700, -71 m, 6.6210
2024-06-29T12:00:15-0700, -72 m, 6.5920
2024-06-29T12:00:15-0700, -73 m, 6.5850
2024-06-29T12:00:15-0700, -74 m, 6.5860
2024-06-29T12:00:15-0700, -75 m, 6.5950
2024-06-29T12:00:15-0700, -76 m, 6.6010
2024-06-29T12:00:15-0700, -77 m, 6.6100
2024-06-29T12:00:15-0700, -78 m, 6.6090
2024-06-29T12:00:15-0700, -79 m, 6.6030
2024-06-29T12:00:15-0700, -7 m, 8.6780
2024-06-29T12:00:15-0700, -80 m, 6.6000
2024-06-29T12:00:15-0700, -8 m, 8.5580
2024-06-29T12:00:15-0700, -9 m, 8.4630
2024-06-30T00:00:15-0700, -10 m, 10.4190
2024-06-30T00:00:15-0700, -11 m, 10.0380
2024-06-30T00:00:15-0700, -12 m, 9.5820
2024-06-30T00:00:15-0700, -13 m, 9.4400
2024-06-30T00:00:15-0700, -14 m, 9.1830
2024-06-30T00:00:15-0700, -15 m, 8.9550
2024-06-30T00:00:15-0700, -16 m, 8.8280
2024-06-30T00:00:15-0700, -17 m, 8.7620
2024-06-30T00:00:15-0700, -18 m, 8.5320
2024-06-30T00:00:15-0700, -19 m, 8.3480
2024-06-30T00:00:15-0700, -20 m, 8.2230
2024-06-30T00:00:15-0700, -21 m, 8.1360
2024-06-30T00:00:15-0700, -22 m, 8.0480
2024-06-30T00:00:15-0700, -23 m, 7.9760
2024-06-30T00:00:15-0700, -24 m, 7.9370
2024-06-30T00:00:15-0700, -25 m, 7.9080
2024-06-30T00:00:15-0700, -26 m, 7.8980
2024-06-30T00:00:15-0700, -27 m, 7.8860
2024-06-30T00:00:15-0700, -28 m, 7.8780
2024-06-30T00:00:15-0700, -29 m, 7.8750
2024-06-30T00:00:15-0700, -30 m, 7.8540
2024-06-30T00:00:15-0700, -31 m, 7.7340
2024-06-30T00:00:15-0700, -32 m, 7.5510
2024-06-30T00:00:15-0700, -33 m, 7.4920
2024-06-30T00:00:15-0700, -34 m, 7.4610
2024-06-30T00:00:15-0700, -35 m, 7.4460
2024-06-30T00:00:15-0700, -36 m, 7.4350
2024-06-30T00:00:15-0700, -37 m, 7.4200
2024-06-30T00:00:15-0700, -38 m, 7.3960
2024-06-30T00:00:15-0700, -39 m, 7.3560
2024-06-30T00:00:15-0700, -40 m, 7.3230
2024-06-30T00:00:15-0700, -41 m, 7.2970
2024-06-30T00:00:15-0700, -42 m, 7.2800
2024-06-30T00:00:15-0700, -43 m, 7.2500
2024-06-30T00:00:15-0700, -44 m, 7.2150
2024-06-30T00:00:15-0700, -45 m, 7.1930
2024-06-30T00:00:15-0700, -46 m, 7.1650
2024-06-30T00:00:15-0700, -47 m, 7.1350
2024-06-30T00:00:15-0700, -48 m, 7.1230
2024-06-30T00:00:15-0700, -49 m, 7.1130
2024-06-30T00:00:15-0700, -50 m, 7.1010
2024-06-30T00:00:15-0700, -51 m, 7.0920
2024-06-30T00:00:15-0700, -52 m, 7.0860
2024-06-30T00:00:15-0700, -53 m, 7.0680
2024-06-30T00:00:15-0700, -54 m, 7.0420
2024-06-30T00:00:15-0700, -55 m, 7.0320
2024-06-30T00:00:15-0700, -56 m, 7.0260
2024-06-30T00:00:15-0700, -57 m, 7.0250
2024-06-30T00:00:15-0700, -58 m, 7.0210
2024-06-30T00:00:15-0700, -59 m, 7.0110
2024-06-30T00:00:15-0700, -5 m, 11.0610
2024-06-30T00:00:15-0700, -60 m, 7.0030
2024-06-30T00:00:15-0700, -61 m, 6.9690
2024-06-30T00:00:15-0700, -62 m, 6.9130
2024-06-30T00:00:15-0700, -63 m, 6.9010
2024-06-30T00:00:15-0700, -64 m, 6.9030
2024-06-30T00:00:15-0700, -65 m, 6.9030
2024-06-30T00:00:15-0700, -66 m, 6.9000
2024-06-30T00:00:15-0700, -67 m, 6.9020
2024-06-30T00:00:15-0700, -68 m, 6.8990
2024-06-30T00:00:15-0700, -69 m, 6.8910
2024-06-30T00:00:15-0700, -6 m, 10.6630
2024-06-30T00:00:15-0700, -70 m, 6.8710
2024-06-30T00:00:15-0700, -71 m, 6.8590
2024-06-30T00:00:15-0700, -72 m, 6.8520
2024-06-30T00:00:15-0700, -73 m, 6.8460
2024-06-30T00:00:15-0700, -74 m, 6.8390
2024-06-30T00:00:15-0700, -75 m, 6.8350
2024-06-30T00:00:15-0700, -76 m, 6.8260
2024-06-30T00:00:15-0700, -77 m, 6.8160
2024-06-30T00:00:15-0700, -78 m, 6.8100
2024-06-30T00:00:15-0700, -79 m, 6.7940
2024-06-30T00:00:15-0700, -7 m, 10.5900
2024-06-30T00:00:15-0700, -80 m, 6.7690
2024-06-30T00:00:15-0700, -8 m, 10.5590
2024-06-30T00:00:15-0700, -9 m, 10.5260
2024-06-30T12:00:15-0700, -100 m, 
2024-06-30T12:00:15-0700, -10 m, 9.2060
2024-06-30T12:00:15-0700, -11 m, 9.1630
2024-06-30T12:00:15-0700, -12 m, 9.1330
2024-06-30T12:00:15-0700, -13 m, 8.9790
2024-06-30T12:00:15-0700, -14 m, 8.8540
2024-06-30T12:00:15-0700, -15 m, 8.7820
2024-06-30T12:00:15-0700, -16 m, 8.6810
2024-06-30T12:00:15-0700, -17 m, 8.5660
2024-06-30T12:00:15-0700, -18 m, 8.4620
2024-06-30T12:00:15-0700, -19 m, 8.4150
2024-06-30T12:00:15-0700, -1 m, 
2024-06-30T12:00:15-0700, -20 m, 8.3430
2024-06-30T12:00:15-0700, -21 m, 8.1280
2024-06-30T12:00:15-0700, -22 m, 7.8940
2024-06-30T12:00:15-0700, -23 m, 7.7390
2024-06-30T12:00:15-0700, -24 m, 7.6470
2024-06-30T12:00:15-0700, -25 m, 7.5840
2024-06-30T12:00:15-0700, -26 m, 7.4930
2024-06-30T12:00:15-0700, -27 m, 7.3780
2024-06-30T12:00:15-0700, -28 m, 7.3010
2024-06-30T12:00:15-0700, -29 m, 7.2610
2024-06-30T12:00:15-0700, -2 m, 
2024-06-30T12:00:15-0700, -30 m, 7.2230
2024-06-30T12:00:15-0700, -31 m, 7.1630
2024-06-30T12:00:15-0700, -32 m, 7.1310
2024-06-30T12:00:15-0700, -33 m, 7.0990
2024-06-30T12:00:15-0700, -34 m, 7.0730
2024-06-30T12:00:15-0700, -35 m, 7.0590
2024-06-30T12:00:15-0700, -36 m, 7.0330
2024-06-30T12:00:15-0700, -37 m, 6.9970
2024-06-30T12:00:15-0700, -38 m, 6.9800
2024-06-30T12:00:15-0700, -39 m, 6.9720
2024-06-30T12:00:15-0700, -3 m, 
2024-06-30T12:00:15-0700, -40 m, 6.9670
2024-06-30T12:00:15-0700, -41 m, 6.9680
2024-06-30T12:00:15-0700, -42 m, 6.9660
2024-06-30T12:00:15-0700, -43 m, 6.9650
2024-06-30T12:00:15-0700, -44 m, 6.9530
2024-06-30T12:00:15-0700, -45 m, 6.9390
2024-06-30T12:00:15-0700, -46 m, 6.9280
2024-06-30T12:00:15-0700, -47 m, 6.9230
2024-06-30T12:00:15-0700, -48 m, 6.9170
2024-06-30T12:00:15-0700, -49 m, 6.9100
2024-06-30T12:00:15-0700, -4 m, 
2024-06-30T12:00:15-0700, -50 m, 6.9070
2024-06-30T12:00:15-0700, -51 m, 6.8980
2024-06-30T12:00:15-0700, -52 m, 6.8890
2024-06-30T12:00:15-0700, -53 m, 6.8930
2024-06-30T12:00:15-0700, -54 m, 6.8910
2024-06-30T12:00:15-0700, -55 m, 6.8840
2024-06-30T12:00:15-0700, -56 m, 6.8710
2024-06-30T12:00:15-0700, -57 m, 6.8560
2024-06-30T12:00:15-0700, -58 m, 6.8480
2024-06-30T12:00:15-0700, -59 m, 6.8450
2024-06-30T12:00:15-0700, -5 m, 9.2710
2024-06-30T12:00:15-0700, -60 m, 6.8430
2024-06-30T12:00:15-0700, -61 m, 6.8350
2024-06-30T12:00:15-0700, -62 m, 6.8310
2024-06-30T12:00:15-0700, -63 m, 6.8280
2024-06-30T12:00:15-0700, -64 m, 6.8270
2024-06-30T12:00:15-0700, -65 m, 6.8280
2024-06-30T12:00:15-0700, -66 m, 6.8250
2024-06-30T12:00:15-0700, -67 m, 6.8200
2024-06-30T12:00:15-0700, -68 m, 6.8150
2024-06-30T12:00:15-0700, -69 m, 6.8110
2024-06-30T12:00:15-0700, -6 m, 9.2670
2024-06-30T12:00:15-0700, -70 m, 6.8080
2024-06-30T12:00:15-0700, -71 m, 6.8070
2024-06-30T12:00:15-0700, -72 m, 6.8060
2024-06-30T12:00:15-0700, -73 m, 6.8040
2024-06-30T12:00:15-0700, -74 m, 6.7990
2024-06-30T12:00:15-0700, -75 m, 6.7970
2024-06-30T12:00:15-0700, -76 m, 6.7960
2024-06-30T12:00:15-0700, -77 m, 6.7960
2024-06-30T12:00:15-0700, -78 m, 6.7940
2024-06-30T12:00:15-0700, -79 m, 6.7840
2024-06-30T12:00:15-0700, -7 m, 9.2580
2024-06-30T12:00:15-0700, -80 m, 6.7680
2024-06-30T12:00:15-0700, -81 m, 
2024-06-30T12:00:15-0700, -82 m, 
2024-06-30T12:00:15-0700, -83 m, 
2024-06-30T12:00:15-0700, -84 m, 
2024-06-30T12:00:15-0700, -85 m, 
2024-06-30T12:00:15-0700, -86 m, 
2024-06-30T12:00:15-0700, -87 m, 
2024-06-30T12:00:15-0700, -88 m, 
2024-06-30T12:00:15-0700, -89 m, 
2024-06-30T12:00:15-0700, -8 m, 9.2500
2024-06-30T12:00:15-0700, -90 m, 
2024-06-30T12:00:15-0700, -91 m, 
2024-06-30T12:00:15-0700, -92 m, 
2024-06-30T12:00:15-0700, -93 m, 
2024-06-30T12:00:15-0700, -94 m, 
2024-06-30T12:00:15-0700, -95 m, 
2024-06-30T12:00:15-0700, -96 m, 
2024-06-30T12:00:15-0700, -97 m, 
2024-06-30T12:00:15-0700, -98 m, 
2024-06-30T12:00:15-0700, -99 m, 
2024-06-30T12:00:15-0700, -9 m, 9.2380
2024-06-30T12:00:15-0700, 0 m, 
2024-07-01T00:00:14-0700, -100 m, 
2024-07-01T00:00:14-0700, -10 m, 8.9690
2024-07-01T00:00:14-0700, -11 m, 8.8330
2024-07-01T00:00:14-0700, -12 m, 8.7740
2024-07-01T00:00:14-0700, -13 m, 8.7100
2024-07-01T00:00:14-0700, -14 m, 8.6300
2024-07-01T00:00:14-0700, -15 m, 8.5050
2024-07-01T00:00:14-0700, -16 m, 8.4350
2024-07-01T00:00:14-0700, -17 m, 8.3960
2024-07-01T00:00:14-0700, -18 m, 8.3610
2024-07-01T00:00:14-0700, -19 m, 8.2710
2024-07-01T00:00:14-0700, -1 m, 
2024-07-01T00:00:14-0700, -20 m, 8.1430
2024-07-01T00:00:14-0700, -21 m, 8.0680
2024-07-01T00:00:14-0700, -22 m, 8.0240
2024-07-01T00:00:14-0700, -23 m, 7.9400
2024-07-01T00:00:14-0700, -24 m, 7.8570
2024-07-01T00:00:14-0700, -25 m, 7.7860
2024-07-01T00:00:14-0700, -26 m, 7.7480
2024-07-01T00:00:14-0700, -27 m, 7.7300
2024-07-01T00:00:14-0700, -28 m, 7.7170
2024-07-01T00:00:14-0700, -29 m, 7.6970
